CHROM_POS	1048_F.freq	1048_G.freq	1048_H.freq	1048_I.freq	1048_J.freq	1115_A_fixed.freq	1115_B_fixed.freq	1115_C.freq	1586_B.freq	1586_C.freq	1586_D.freq	1586_E.freq	1586_F.freq	1586_G.freq	1586_I.freq	1586_J.freq	1586_K.freq	1586_N.freq	1586_O.freq	1586_P.freq	1586_Q.freq	1586_R.freq	1586_S.freq	1600_F.freq	1600_G.freq	1600_H.freq	1600_I.freq	1600_J.freq	2065_A.freq	2065_B.freq	2065_C.freq	2424_E.freq	2424_N.freq	2487_A.freq	2487_B.freq	2487_C.freq	2487_D.freq	2487_E.freq	2487_F.freq	3386_A.freq	3386_AB.freq	3386_AD.freq	3386_AE.freq	3386_AG.freq	3386_AH.freq	3386_AI.freq	3386_AJ.freq	3386_AK.freq	3386_AL.freq	3386_C.freq	3386_D.freq	3386_E.freq	3386_F.freq	3386_G.freq	3386_H.freq	3386_I.freq	3386_J.freq	3386_M.freq	3386_N.freq	3386_O.freq	3386_S.freq	3386_T.freq	3386_U.freq	3386_W.freq	3386_X.freq	3386_Y.freq	3386_Z.freq	3722_CJ.freq	3722_CL.freq	3722_CM.freq	3722_CN.freq	3722_CO.freq	3722_CP.freq
hypothetical_protein8_2331	-	-	-	-	-	-	-	0.828571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_2395	-	-	-	-	-	-	-	0.828571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	-	-	-	0.75	0.73	0.64	0.01	0.01	0.01	0.01	0.0466667	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0466667	0.01	0.01	0.01	0.0466667	0.01	0.0731915	0.01	0.01	0.105806	0.01	0.043	0.0341463	0.01	0.01	-	-	-	-	-	-
hypothetical_protein8_2403	-	-	-	-	-	-	-	-	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_271	-	-	-	-	-	-	0.519143	0.45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0290385	0.01	0.1	-	-	0.115319	0.0881579	0.0782759	0.184706	0.619231	0.478947	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.124231	0.332826	0.19	0.114211	0.126471	0.0731915
hypothetical_protein8_273	0.1	-	-	-	-	-	0.5325	0.406	0.01	0.1	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.076	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	0.046	0.01	0.117609	-	-	0.096087	0.0881579	0.0782759	0.184706	0.619231	0.478947	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	0.107059	0.325957	0.186	0.114211	0.126471	0.0731915
hypothetical_protein8_309	0.1	-	0.1	-	-	-	-	-	0.01	0.1	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.01	0.0480769	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_414	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_445	-	-	-	-	-	0.571	0.61	0.374737	0.01	0.23	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	0.778103	-	0.266667	-	-	0.472	0.434286	0.457097	0.397391	0.64	0.388529	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-	0.1	-	-	0.1	-	-	0.1585	0.505	0.217209	0.289783	0.4852	0.34
hypothetical_protein8_446	-	-	-	-	-	0.571	0.61	0.395	0.01	0.0466667	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	0.770179	-	0.285	-	-	0.472	0.434286	0.443125	0.397391	0.64	0.388529	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-	0.1	-	-	0.1	-	-	0.1585	0.494468	0.222143	0.289783	0.4225	0.330704
hypothetical_protein8_457	-	-	-	-	-	-	-	-	-	0.767742	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_477	-	-	-	-	-	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.882609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_486	-	-	-	-	-	0.912903	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.921739	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_526	0.1	0.1	0.1	0.1	0.1	-	-	-	0.01	0.0496	0.01	0.01	0.01	0.1	0.01	0.01	-	0.01	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	0.1	-	-	0.1	-	-	-	-	-	-	-	-
hypothetical_protein8_618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_649	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_699	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.916279
hypothetical_protein8_716	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.918182
hypothetical_protein8_735	-	-	-	-	-	-	-	-	-	-	-	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_747	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.912903	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_771	-	-	0.742857	0.357143	-	-	-	-	-	-	-	-	0.75	-	-	-	0.415	0.653846	-	-	0.18069	0.882609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88
hypothetical_protein8_792	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_853	0.01	-	0.1	0.1	0.1	-	-	-	0.1	0.01	0.01	0.065	0.01	0.1	0.01	0.01	0.055	0.2	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_860	-	-	-	-	-	-	-	-	-	0.905263	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_895	-	-	-	-	-	-	-	-	-	0.8875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_906	-	-	-	-	-	-	-	-	-	0.01	-	-	0.1	0.1	0.01	0.1	0.01	0.1	-	-	0.1	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein8_930	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.83125	0.7855	0.346226	-	-	0.598649	-	0.62875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4375	0.412187	0.409808	0.614286	-
hypothetical_protein8_942	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.1	-	-	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_150	-	-	-	-	-	0.679706	0.890909	0.604	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	0.836364	0.526522	0.813793	0.37	0.400789	-	-	0.483478	0.5248	0.376667	0.571	0.531053	0.865957	-	-	-	-	-	-	0.732432	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3268	0.124231	0.400789	0.410213	0.396341	-
hypothetical_protein9_210	-	0.754545	-	0.73	-	-	-	-	0.860345	0.861538	-	-	0.861538	0.905263	-	0.7375	0.12	-	-	-	0.301176	0.841176	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.625	-	-	0.836364	-	-	-	0.85	-	-	-	0.505	-	-	-	-
hypothetical_protein9_216	-	0.82	-	-	-	-	-	-	0.9	0.856	0.794286	-	0.896154	0.9	-	0.712	0.195625	-	0.354348	-	0.34	0.85	0.417647	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.676	-	-	-	-	-	-	-	-	-	-	-	0.76	-	-	0.85	-	-	-	-	-	-	-	0.596667	-	-	-	-
hypothetical_protein9_217	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.792308	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_219	-	0.754545	-	-	-	-	-	-	0.885714	0.856	0.7975	-	0.896154	0.857895	-	0.723077	0.222143	-	0.34	-	0.34	0.85	0.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.766667	-	-	-	-	-	-	-	-	-	-	-	0.807143	-	-	0.85	-	-	-	-	-	-	-	0.712	-	-	-	-
hypothetical_protein9_26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.742857	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.796774	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_287	-	0.828571	0.71875	-	-	-	-	-	-	-	-	0.895349	-	-	0.576471	0.92	-	0.723077	-	0.897143	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_310	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.410714	0.741739	0.543077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.699464	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_339	-	-	-	-	-	0.881967	0.881967	0.709828	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	-	-	-	-	0.906897	0.82	0.01	0.01	0.01	0.01	0.073871	0.01	0.355	0.0222222	0.01	0.01	0.01	0.01	0.01	0.01	0.028	0.01	0.01	0.0338554	0.01	0.105806	0.01	0.01	0.01	0.01	0.032	0.0582927	0.01	0.01	-	-	-	-	-	-
hypothetical_protein9_351	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	0.91	-	-	-	-	-	-
hypothetical_protein9_360	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.825806	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_362	0.523529	0.481429	0.629412	0.175	-	-	-	-	0.545135	0.177797	0.272969	0.218421	0.373	0.082439	0.566875	0.295254	0.3675	0.8125	0.322632	0.34	-	0.3268	0.266667	0.415	0.076	-	0.34	0.516512	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_399	-	-	-	-	-	0.322632	0.406	0.515532	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.0294118	-	-	0.01	0.01	0.01	0.319375	0.325957	0.345323	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.01	0.01	0.01
hypothetical_protein9_441	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_471	-	-	-	-	-	-	-	-	-	-	0.877273	0.82	-	0.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_480	-	-	-	-	-	-	-	-	-	-	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_90	-	0.82	-	-	-	-	-	-	-	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein9_91	-	0.82	-	-	-	-	-	-	-	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ihfB49_11	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ihfB49_155	-	-	-	-	-	-	-	-	-	-	-	-	0.902703	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ihfB49_214	-	-	0.76	-	-	-	-	-	-	-	-	0.905263	-	-	-	-	0.746875	0.754545	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ihfB49_36	-	-	-	-	-	-	0.625	0.270526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.34	-	0.633333	-	-	-	0.647826	-	-	0.112414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	0.843478	-	0.735294	-
IS1380_family_transp..10_1003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.904176	0.838905	0.916172	-	0.886539	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1005	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.893066	-	-	-	-	-	-	-	-	-	-	-	-	0.910573	-	-	-	-	-	-	0.92075	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1017	0.885401	0.797413	0.782571	0.80196	0.805943	0.0136992	0.0236234	0.0241194	0.887548	0.861296	0.870076	0.775325	0.869172	0.904696	0.790894	0.85112	0.756199	0.712048	0.796902	0.779954	0.775506	0.819084	0.689062	0.532055	-	0.487875	-	-	0.00205714	0.00218929	0.00321754	0.283972	0.116741	0.00208	0.0001	0.0001	0.0107305	0.0133057	0.0143474	0.229548	0.231058	0.163274	0.213958	-	-	-	-	0.207441	0.265972	0.244484	0.277417	0.245842	0.242138	0.208318	0.266159	0.28264	-	-	-	0.27139	0.267555	0.290548	0.403738	0.246871	-	0.241708	-	0.00874218	0.004869	0.0001	0.00928105	0.0001	0.0053482
IS1380_family_transp..10_1021	0.902679	0.897116	0.913996	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.907465	-	-	-	-	-	-	0.901525	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1036	-	-	-	-	-	0.00534348	0.0189246	0.001	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.00631383	0.00339856	0.00752941	0.438357	-	0.00503229	0.001	0.001	0.00447277	0.001	0.00506475	0.379616	0.348704	0.27939	0.36064	-	0.407497	-	-	0.320439	0.408684	0.372609	0.405384	0.364913	0.357598	0.383106	0.403918	0.427821	-	-	-	0.415059	0.426478	0.488635	0.486229	0.413323	0.515292	0.367512	-	0.0137973	0.0128072	0.00391641	0.010041	0.000968723	0.00632516
IS1380_family_transp..10_1090	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9147	-	-	-	-	-	-	-	-	-	0.807052	0.917956	-	0.914683	-	-	0.923668	0.904077	-	0.89898	-	0.915368	-	0.912373	0.908056	-	-	-	0.914909	0.909506	-	-	0.921167	0.91478	-	0.9174	-	-	-	-	-	-
IS1380_family_transp..10_1091	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.909501	-	-	0.90831	-	-	-	-	-	-	-	-	-	0.902941	-	-	-	-	-	-	0.894729	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1095	-	-	-	0.921809	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_1126	0.671723	0.665214	0.70953	0.809425	0.724414	-	-	-	0.695099	0.77668	0.711204	0.735643	0.70463	0.755084	0.7447	0.753988	0.719401	0.703621	0.669325	0.622084	0.629604	0.667785	0.609603	0.613144	0.62996	0.676041	0.657969	0.563544	-	-	-	0.854286	-	-	-	-	-	-	-	0.860332	0.888878	0.915488	0.839064	0.906739	0.891545	0.724229	0.813478	0.853047	0.888226	0.859464	0.836542	0.884286	0.867509	0.835596	0.8713	0.770699	0.802808	0.844121	0.872314	0.862677	0.877816	0.888173	0.666292	0.799494	0.828654	0.830459	0.838887	-	-	-	-	-	-
IS1380_family_transp..10_1152	-	-	-	-	-	-	0.896696	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.917347	0.800336	-	-	-	-	-	-	0.836514	-	-	0.875049	0.92125	0.875628	-	0.910354	-	-	0.916	-	0.888625	0.902303	0.881698	0.894812	0.913285	0.84671	0.90375	-	0.916	0.892651	-	-	0.892803	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.385	0.38224	-	-	-	-	-	-	0.360453	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_138	-	-	-	-	-	0.18562	0.178983	0.163439	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0866616	0.0418868	0.102962	0.518774	-	0.114728	0.0887674	0.0911537	0.179965	0.156365	0.163495	-	-	-	0.471715	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.105683	0.123284	0.0781429	0.117494	0.131666	0.111226
IS1380_family_transp..10_139	-	-	-	-	-	0.182729	0.177966	0.161913	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0873191	0.0431347	0.103754	0.515729	-	0.114876	0.0887674	0.0913741	0.179585	0.15719	0.162351	-	-	-	0.465848	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.103939	0.118529	0.0778462	0.115285	0.127178	0.108036
IS1380_family_transp..10_161	-	-	-	-	-	0.884578	0.835418	0.881658	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.796674	0.68275	0.829384	0.864262	0.872265	0.909781	0.890518	0.913517	0.885485	0.822463	0.8065	0.853939	0.827333	0.837552	0.8425	0.859123	0.856996	-	-	0.841451	0.840438	0.862513	0.868553	0.845068	0.840878	0.84538	0.860958	0.828503	0.86095	0.842073	0.868395	0.845983	0.832485	0.864162	0.884416	0.816305	0.862413	0.879595	0.868152	-	0.900001	0.906891	-	-	0.889247
IS1380_family_transp..10_21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.415605	-	-	-	-	-	0.659073	-	0.476624	0.335994	-	-	-	-	-	-	-	0.456503	0.472323	0.415358	0.505	-	-	0.448103	-	0.466987	-	-	-	-	-	-	-	0.505	-	-	-	-	-	-	-
IS1380_family_transp..10_246	0.910891	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IS1380_family_transp..10_26	0.683857	0.766688	0.689966	0.828619	0.84509	-	0.363571	-	0.757825	-	0.814859	0.872278	0.780475	0.825882	0.804624	0.832397	0.759202	0.731577	0.868737	0.738816	0.819369	0.80397	0.799084	0.821782	0.82112	0.841469	0.821775	0.804335	-	0.001	-	0.374737	0.117501	0.001	-	-	-	-	0.001	0.329703	0.185598	0.18351	0.445	0.305331	0.411351	0.675616	0.415867	0.4852	0.309263	0.23221	0.241576	0.160133	0.243876	0.290483	0.431485	0.238857	0.276724	0.220293	0.359003	0.132225	0.25075	-	0.308868	0.345288	0.39866	0.240077	0.398508	-	-	0.56	-	-	-
IS1380_family_transp..10_262	-	-	-	-	-	0.0037761	0.00874419	0.00457211	-	0.521866	-	-	-	-	-	-	0.356672	0.348917	-	-	0.547295	-	0.47665	0.609425	0.713697	0.598761	0.598949	0.553984	0.001	0.001	0.00325	0.194084	0.0498581	0.001	0.00223792	0.00231621	0.001	0.001	0.00359144	0.175756	0.165376	0.0632848	0.129344	0.149221	0.114467	0.222195	0.162448	0.0579231	0.177502	0.147104	0.153159	0.175148	0.197912	0.136926	0.179393	0.199012	0.194826	0.151264	0.186051	0.15751	0.166089	0.182286	0.303686	0.187362	0.254268	0.182044	0.170989	0.006994	0.00405816	0.0040718	0.0103125	0.00185114	0.00654384
